conversationId	utteranceNum	wizard utterance	user utterance	entity	sentiment
CCPE-83810	10.0	alright, how about a movie you did not like?	I did not like the movie Deep Impact. It was overdramatic.	Deep Impact	-2.0
CCPE-83810	12.0	What was it about the movie deep impact you did not like?	It was extremely overdramatic and it wasn't very realistic.	Deep Impact	-3.0
CCPE-83810	16.0	What was it about these kinds of movies you like?	Forrest Gump was a very emotional movie. It had a character that was you could cheer for and root for, and you hoped he would succeed. I think that's what I like the most about Forrest Gump, is it was a very true and authentic story. It was a beautiful story.	Forrest Gump	3.0
CCPE-83d0b	12.0	Can you name a movie that you do not like?	Forrest Gump	Forrest Gump	-2.0
CCPE-83d0b	16.0	Do you like the movie Thor?	I haven't seen it.	Thor	
CCPE-83d0b	18.0	Do you like Jason Bourne?	I don't know who that is.	Jason Bourne	
CCPE-83d0b	20.0	The Shape of Water?	I haven't seen that one.	The Shape of Water	
CCPE-83d0b	22.0	Do you like the movie Wonder Woman?	I haven't seen it, but I think I would like it. I've read good reviews of it.	Wonder Woman	1.0
CCPE-83d0b	27.0	Do you like the movie Black Klansman?	I haven't seen it, but I want to.	BlacKkKlansman	1.0
CCPE-83d0b	29.0	How about Despicable Me?	No, I haven't seen it. No, not interested at all, it looks different.	Despicable Me	-2.0
CCPE-83d0b	31.0	What about Mission Impossible?	I don't like Tom Cruise.	Mission: Impossible	-2.0
CCPE-83d0b	37.0	Do you like the movie The Heist?	I don't know anything about that movie.	The Heist	
CCPE-83d0b	39.0	The Godfather?	Yes, that is a great film.	The Godfather	3.0
CCPE-84555	7.0	Can you give me an example of something you remember liking?	I like watching a movie that has a love story in there, you know? Like Gone with the Wind. That's the kind of drama movie. I love the Gone With the Wind one. It's an older movie but I like it.	Gone With the Wind	3.0
CCPE-84679	4.0	Is there a particular film you enjoy?	Well, I used to not like the movie Tombstone with Dark Holiday and well Whiteout played by I can't think of the actors name now. Kurt Russell and I forgot who played Dark Holiday, but as a kid I always thought it was boring but	Tombstone	-3.0
CCPE-84679	13.0	Have you heard about the movie True Grit?	Yes, and I like the the co in remake and the original with Wayne.	True Grit	2.0
CCPE-84b27	5.0	Is there a specific movie you enjoy from this genre?	Lone Survivor	Lone Survivor	2.0
CCPE-84b27	17.0		Messages Are Waiting, something like that.	messages are waiting	
CCPE-84b27	21.0	Have you seen Rambo?	Yes.	Rambo (Rambo IV)	
CCPE-851e3	3.0	Do you have a specific title from this genre that you enjoy?	Probably one of my I mean a recent one that I like is The Duff. I like that a lot. In terms of like all time, She's the Man is one of my favorites. I like 10 Things I Hate About You, love that.	10 Things I Hate About You	3.0
CCPE-851e3	3.0	Do you have a specific title from this genre that you enjoy?	Probably one of my I mean a recent one that I like is The Duff. I like that a lot. In terms of like all time, She's the Man is one of my favorites. I like 10 Things I Hate About You, love that.	She's the man	3.0
CCPE-851e3	3.0	Do you have a specific title from this genre that you enjoy?	Probably one of my I mean a recent one that I like is The Duff. I like that a lot. In terms of like all time, She's the Man is one of my favorites. I like 10 Things I Hate About You, love that.	The DUFF	2.0
CCPE-851e3	5.0	what makes you enjoy those films?	So, all those films have great casts. You know, teen films can be hard cos they are obviously casting younger talent, but they actually a lot of the teen firms are like have gone on to be like good actors later on. So, they are they are good choices, they are just younger before they are becoming sort of a bigger superstars. The other things about those are like 10 things I hate about you and She's the man is that those were series of movies that actually were based on Shakespeare novels, and so it's actually very clever retelling of the stories that really sort of stretched the bounds of what usually teen movie is, so it make the teen movie a little bit more complex, a little more interesting while still being funny and enjoyable so great combination.	10 Things I Hate About You	2.0
CCPE-851e3	5.0	what makes you enjoy those films?	So, all those films have great casts. You know, teen films can be hard cos they are obviously casting younger talent, but they actually a lot of the teen firms are like have gone on to be like good actors later on. So, they are they are good choices, they are just younger before they are becoming sort of a bigger superstars. The other things about those are like 10 things I hate about you and She's the man is that those were series of movies that actually were based on Shakespeare novels, and so it's actually very clever retelling of the stories that really sort of stretched the bounds of what usually teen movie is, so it make the teen movie a little bit more complex, a little more interesting while still being funny and enjoyable so great combination.	She's the man	2.0
CCPE-851e3	7.0	I understand why you enjoy those films. Is there any movies you dislike?	Oh. Plenty. Like a film that I hate just in general is Le Divorce, one of the worst films I've ever seen in my life.	Le Divorce	-3.0
CCPE-851e3	15.0	Have you seen Crazy Rich Asians?	Not yet. I'm looking forward to that one.	Crazy Rich Asians	1.0
CCPE-852c6	9.0	Over all please	Well, the most-recent one I liked and isn't an action movie, really, is Paddington 2. Which is a very much a that kind of cheesy family movie I said I don't really like. But it's just enough, and maybe it's cuz of the political climate we're in and everything. So cynical and negative that something that joyous and positive, I enjoyed. Whereas if	Paddington 2	3.0
CCPE-852c6	10.0		Things were going better in politics or the world. I mean I'd see it as that but yeah, I would answer Paddington 2.	Paddington 2	2.0
CCPE-852c6	13.0		Well, there's a movie I always give which is a movie called Spartan by David Mamet, or at least it's written by David Mamet. And it's laughable how he's known for writing and very kind of his dialog and characters and I thought it was somebody making fun of his style, but it wasn't.	Spartan	-3.0
CCPE-852c6	16.0	Ok, then have you seen the movie The Martian?	Matt Damon? Yes. And read the book.	The Martian	
CCPE-852c6	18.0	What is it about these kinds of movies that you like or dislike?	Well, for that movie, it's kind of for the movie I There was a question before where you're asking about what movie I could or genre I could always watch. That's always going to be Die Hard. And I think The Martian is very similar in that it's a man trying to outwit his circumstances. In Die Hard, it's he's just an every-day Joe cop guy	Die Hard	3.0
CCPE-852c6	19.0		In The Martian, you know, he's a scientist, really smart guy. But it's seeing him be very confident figuring out in a very dangerous situation that how to survive, and that was very fun to watch.	The Martian	3.0
CCPE-859c3	3.0	Is there a particular film you enjoy?	Friday the 13th	Friday the 13th	2.0
CCPE-859c3	12.0	Have you heard about the movie Saw?	Yes.	Saw	
CCPE-85e5a	5.0	Can you name a particular movie you like?	Eight Crazy Nights	Adam Sandler's Eight Crazy Nights	3.0
CCPE-85e5a	16.0	ok. Can you tell me a movie you did not like?	Harry Potter	harry potter	-2.0
CCPE-85e5a	22.0	ok. Did you like wonder woman?	Never seen it.	Wonder Woman	
CCPE-85e5a	24.0	what about the matrix?	Yeah, that was a good movie.	The Matrix	2.0
CCPE-85e5a	26.0	so you like science fiction movies?	As a whole, I wouldn't say, but I like movies in the genre, like The Matrix.	The Matrix	2.0
CCPE-862ab	5.0	Is there a specific movie you enjoy from this genre?	Xanadu	Xanadu	2.0
CCPE-862ab	13.0	Is there a specific movie that you heavily dislike?	The Exorcist	The Exorcist	-2.0
CCPE-862ab	17.0	Have you seen shawshank redemption	No.	The Shawshank Redemption	
CCPE-862ab	19.0	Have you seen o brother where art thou?	Yes.	O Brother, Where Art Thou?	
CCPE-865ee	3.0	What was the last movie that you enjoyed?	Wreck-It Ralph	Wreck-it Ralph	2.0
CCPE-865ee	7.0	What was a movie that you had recently watched that was disappointing?	Cam	CAM	-2.0
CCPE-865ee	11.0	Have you seen A Quiet Place?	I have.	A Quiet Place	
CCPE-86a5d	7.0		Black Panther	Black Panther	
CCPE-86a5d	20.0	Based on what you've said I'm curious if you've seen Mission Impossible Fallout	Yes.	Mission: Impossible - Fallout	
CCPE-86a5d	22.0	What did you think of it?	I loved it. I love all the Mission: Impossible movies. It's probably my favorite franchise at this point and it was as good as the ones before and it is	Mission: Impossible	3.0
CCPE-86a5d	23.0		Always from start to finish. Usually really well edited so that there is not a lot of extra going on that sort of distracts from the movie. The characters are engaging, and one's that pull you in even though there is always several who are new and unfamiliar to you it doesn't seem to matter. It' just each of the Mission Impossible picks up and introduces you to	Mission: Impossible	3.0
CCPE-86a5d	28.0	So have you seen Escape room?	No. That's a little scary for me.	Escape Room	-1.0
CCPE-86a5d	34.0	So I know you avoid Sci-fi, but you like action so I'm curious if you've seen Guardians of the Galaxy	I have not. That is	Guardians of the Galaxy	
CCPE-875b3	6.0		My favorite movie would be Friday the 13th.	Friday the 13th	3.0
CCPE-875b3	15.0	Did you like wonder woman?	Yes, Wonder Woman was very good. I love Wonder Woman, its one of the top movies last year.	Wonder Woman	3.0
CCPE-87d59	6.0	Can you name a particular war movie you like?	Saving Private Ryan is a good one.	Saving Private Ryan	2.0
CCPE-87d59	9.0		I didn't like Killer Bongs from Outer Space.	killer bongs from outer space	-2.0
CCPE-87d59	11.0	How come you did not like Killer Bongs from Outer Space?	Well, it was a very very cheesy B you know B list movie or whatever it's called and I mean like, I get that that was kinda the point, but it was just so bad it was it was hard to stomach.	killer bongs from outer space	-3.0
CCPE-87d59	13.0	Gotcha. Did you like Wonder Woman?	No, I've never watched it.	Wonder Woman	
CCPE-87d59	15.0	Oh. What about The Hangover?	I think I watched it, I don't remember much about it. I don't think I minded it, but I didn't like like it enough to watch the sequels, so it's just kind of meh.	The Hangover	1.0
CCPE-87f21	2.0		I love Star Wars. I even like the new ones. I don't care what anybody says. The Last Jedi was pretty good, and the one before it was even even better. And I even like the Han Solo story, although it was kind of slow but I'll tell you, the one that was really good to me was the the Rogue One. I really really enjoyed that one. I can't wait till the next one comes out.	Rogue One: A Star Wars Story	3.0
CCPE-87f21	2.0		I love Star Wars. I even like the new ones. I don't care what anybody says. The Last Jedi was pretty good, and the one before it was even even better. And I even like the Han Solo story, although it was kind of slow but I'll tell you, the one that was really good to me was the the Rogue One. I really really enjoyed that one. I can't wait till the next one comes out.	Solo: A Star Wars Story	1.0
CCPE-87f21	2.0		I love Star Wars. I even like the new ones. I don't care what anybody says. The Last Jedi was pretty good, and the one before it was even even better. And I even like the Han Solo story, although it was kind of slow but I'll tell you, the one that was really good to me was the the Rogue One. I really really enjoyed that one. I can't wait till the next one comes out.	Star Wars: The Last Jedi	2.0
CCPE-87f21	2.0		I love Star Wars. I even like the new ones. I don't care what anybody says. The Last Jedi was pretty good, and the one before it was even even better. And I even like the Han Solo story, although it was kind of slow but I'll tell you, the one that was really good to me was the the Rogue One. I really really enjoyed that one. I can't wait till the next one comes out.	star wars	3.0
CCPE-87f21	4.0	Solo was pretty good! There are some great theories about the Last Jedi. What do you like about these type of movies?	Just the story. I saw the first Star Wars when I was	Solo: A Star Wars Story	
CCPE-87f21	4.0	Solo was pretty good! There are some great theories about the Last Jedi. What do you like about these type of movies?	Just the story. I saw the first Star Wars when I was	Star Wars: The Last Jedi	
CCPE-87f21	7.0	That's pretty interesting. Are there any other movies in this genre that you like? Dare I ask, star trek?	Yeah, I like Star Trek. I recently watched went back and watched all the different TV series and then went and watched all the different TV or all the different movies. And I'm not a super big fun of the first ones although the movies for the first ones were probably the best of the series, but I'm not a big fun of the first series. I try to watch it, re-watch it there's the first 3 seasons, and it was hard it was hard to get through it just because that is the acting's so bad	star trek	2.0
CCPE-87f21	8.0		and the stars were so bad, but I like all the movies. The movies I haven't found a movie I didn't like in the Star Wars series. Although there was that one that was not quite as good as the rest, but Star Trek's good. I could go for another Star Trek movie.	star trek	2.0
CCPE-88051	5.0	Can you name a particular documentary that you like?	The one I This one that I really liked was Going Clear, about Scientology. I also really liked Thirteen.	13	3.0
CCPE-88051	5.0	Can you name a particular documentary that you like?	The one I This one that I really liked was Going Clear, about Scientology. I also really liked Thirteen.	Going Clear: Scientology and the Prison of Belief	3.0
CCPE-88051	9.0		Actually, honestly both of them. But probably the closest one was 13th, since that is about prison the prison system in the US.	13th	
CCPE-88051	11.0	thank you for clarifying. Can you name a movie that you do not like?	Oh man, I think the movie I hated the most was The Man Who Fell to Earth. That's the one that stars David Bowie, and it's from the '70s.	The Man Who Fell to Earth	-3.0
CCPE-88051	15.0	Do you like the movie The Shape of Water?	I've actually never seen it.	The Shape of Water	
CCPE-88051	17.0	Do you like the movie The Heist?	I haven't seen that one either actually, although I think I probably would like it cuz I tend to like movies about Iced about people who get together to steal things.	The Heist	1.0
CCPE-88051	19.0	Do you like the movie Hunger Games?	That I did. I I saw that and I Yeah. I really liked it. I thought it had a lot of action in it, and I think Jennifer Lawrence did a good job as the heroine.	The Hunger Games	3.0
CCPE-88051	21.0	Last question: can you give a couple of reasons why you like this movie?	Hunger Games? I liked it because I liked the I think I think they did a good job of like setting up the world that it was set in. It was very It felt realistic. It felt natural. Like I felt the choices people made were natural given the circumstances. The costuming was really great. And I thought the acting was really good. I you know You wouldn't think so with that kind of movie, like it's very It's action-oriented, so they're going to emphasize that more, but I thought the acting was compelling. I think Jennifer	The Hunger Games	2.0
CCPE-8812d	5.0	so do you like movies like dunkirk?	That was a great movie.	Dunkirk	3.0
CCPE-8812d	7.0	Can you tell me the title of one of your favorite movies?	Pulp Fiction	Pulp Fiction	3.0
CCPE-8812d	11.0	Do you like movies like The Matrix?	No, I think his acting is terrible.	The Matrix	-3.0
CCPE-8812d	17.0	Do you like movies like Thor?	Yeah, I thought Thor was a great movie.	Thor	3.0
CCPE-88e0d	6.0	Well, which teen movie did you like?	10 Things I Hate About You is one of my favorites.	10 Things I Hate About You	
CCPE-88e0d	8.0	What is it about that movie did you like?	10 Things I Hate About You is actually a more sort of deeper teen movie than it's typical, which is good. So, they they it's actually based of a Shakespeare's play. So, it has a little more to go with it. The writing of the movie is really good, very funny, both appealing to sort of younger and a little bit older. And the acting was	10 Things I Hate About You	3.0
CCPE-88e0d	11.0	OK, well how about a movie you did not like?	I didn't really care for Superbad.	Superbad	-2.0
CCPE-88e0d	13.0	What is it about Superbad did you not like?	Superbad was sort of a it was a comedy. It was a teen comedy that was fairly height as being great and you saw Turner commercials for it and everything and upon seeing it it was really a lock down. I think the funniest lines were literally in the commercials and that's what it had in it. It had a couple of funny lines. I think the the overall There we funny things in it but as a cohesive movie it didn't work so it was not	Superbad	-2.0
CCPE-88e0d	16.0		No. I haven't seen Harry Porter movies.	harry porter	
CCPE-88e0d	21.0	Would you want to see Harry Potter and the Half-Blood Prince?	No, not particularly.	Harry Potter and the Half-Blood Prince	-1.0
CCPE-88e0d	23.0	Have you seen then Ready Player One	Yes.	Ready Player One	
CCPE-88e0d	25.0	What is it about Ready Player One did you like or dislike?	I like that it is a good mythology, so it's based of of a book. So, I really like movies that are based of of books. It is a good way to It's a good base to build the movie of of because sometimes a story a script can me underwhelming in that end and a book is always going to have more details than a movie so	Ready Player One	3.0
CCPE-88e92	6.0	What particular movie did you like	I like Christmas Vacation a lot, the Chevy Chase movie.	National Lampoon's Christmas Vacation	3.0
CCPE-88e92	11.0	What particular movie did you not like?	A movie I didn't like I didn't like The Adventures of Pluto Nash.	The Adventures of Pluto Nash	2.0
CCPE-88e92	17.0	Well, have you seen Venom?	No, I have not.	Venom	
CCPE-88e92	19.0	Well, have you seen Star Wars?	Yeah. I've seen all of them.	star wars	1.0
CCPE-88e92	21.0	What about Star Wars did you like or dislike?	They're just entertaining movies, and they're I like sci-fi movies in general. So it's neat to see the technology, and the story is cool. Although the more recent ones aren't as good as the older ones, but that's all right.	star wars	3.0
CCPE-8b29e	5.0	cool, what is your favorite movie	I really love road trip.	Road Trip	3.0
CCPE-8b29e	9.0	Interesting, is there a movie you do not like	I don't like Paul Blart: Mall Cop.	Paul Blart: Mall Cop	-2.0
CCPE-8b29e	13.0	Ok, then have you seen the movie Johnny English Strikes Again	I have.	Johnny English Strikes Again	
CCPE-8b6ef	5.0	Is there a specific movie you enjoy from this genre?	Die Hard	Die Hard	2.0
CCPE-8b6ef	14.0	Have you seen The Shawshank redemption?	Yes, I have.	The Shawshank Redemption	
CCPE-8c305	5.0	Is there a specific movie you enjoy from this genre?	Yes. So, I like the Mad Max: Fury Road.	Mad Max: Fury Road	2.0
CCPE-8c305	11.0	Is there a specific movie that you heavily dislike?	I wasn't a big fan of the newer Spider-Man movie.	Spider-Man: Homecoming	-2.0
CCPE-8c305	15.0	Have you seen The Matrix	Yes.	The Matrix	
CCPE-8c6ee	6.0		Let's start with Moonlight.	Moonlight	
CCPE-8c6ee	13.0		I don't like action movies like The Avengers	Marvel's The Avengers	-2.0
CCPE-8c6ee	17.0	have you seen Bridesmaids	Yes.	Bridesmaids	
CCPE-8cd3b	3.0	What was the most recent movie that surprised you?	I I saw U 571.	U-571	
CCPE-8cd3b	9.0	What is a movie that you have seen recently that disappointed you?	I was very disappointed with Maleficent.	Maleficent	-3.0
CCPE-8cd3b	11.0	Have you seen Dunkirk?	I have not.	Dunkirk	
CCPE-8cd3b	13.0	Have you seen Wonder Woman?	I have.	Wonder Woman	
CCPE-8cdd5	5.0	are you a fan of star trek?	Yes, very much. Yes.	star trek	3.0
CCPE-8cdd5	18.0	have you watched the movie inception	Yes.	Inception	
CCPE-8cfed	9.0	What is one of your favorite movies?	One of my favorite movies is Big Hero 6.	Big Hero 6	3.0
CCPE-8cfed	13.0	Can you name me a movie you didn't like?	I didn't like IT.	It	-2.0
CCPE-8cfed	19.0	have you watched Ocean's 11?	No, I have not seen Ocean's Eleven.	Ocean's Eleven	
CCPE-8da5b	5.0	how about a movie you liked?	A Star Is Born	A Star is Born	2.0
CCPE-8da5b	10.0		Lincoln	Lincoln	
CCPE-8da5b	15.0	Ok, then have you seen the movie The Hunger Games: Mockingjay - Part 1	Yes.	The Hunger Games: Mockingjay - Part 1	
CCPE-8e113	3.0	thrillers? for example?	Zodiac's one of my favorite movies.	Zodiac	3.0
CCPE-8e113	4.0		Zodiac the movie about a serial killer from the '60s or '70s, around there.	Zodiac	
CCPE-8e113	6.0	Zodiac? oh wow ok, what do you like about that movie	And I just think serial killers, in general, are interesting, so the movie was really good. And it was just neat to see that world. Like it went really in-depth. It was like almost 3 hours long, so you got to really feel like you were a part of that world and time period. And see what the detectives and the police did and the investigators.	Zodiac	3.0
CCPE-8e113	16.0	how about different type of movies like Once Upon a Deadpool	I haven't seen that.	Once Upon a Deadpool	
CCPE-8e113	20.0	would you be interested to watch it	Not particularly. I don't really like comic book movies that much. But I really wanted to see Deadpool, so I'd probably be more willing to watch that than most comic book movies.	Deadpool	0.0
CCPE-8e113	27.0	what type of movie you don't enjoy?	I'm not a big action movie fan like Die Hard or like Rambo movies. I don't hate them, I just think they're boring. Like I can't watch a lot of them, or else I get sick of them.	die hard	-1.0
CCPE-8e113	27.0	what type of movie you don't enjoy?	I'm not a big action movie fan like Die Hard or like Rambo movies. I don't hate them, I just think they're boring. Like I can't watch a lot of them, or else I get sick of them.	rambo	-1.0
CCPE-8e113	29.0	what about mission impossible?	Never seen it. I know what it is, but I haven't seen it.	Mission: Impossible	
CCPE-8e113	36.0	what is your favorite Tom Hanks movie?	Catch Me If You Can	Catch Me If You Can	3.0
CCPE-8ef73	7.0	is there any particular movie that you've liked a lot?	I like the movie Joe Somebody. It was kind of quirky, you know, wasn't like overly funny, had a story to it. But it was also, you know, pretty light-hearted. Also, Tim Allen.	Joe Somebody	3.0
CCPE-8ef73	20.0	if you don't remember the name you can tell me what made you dislike this movie	I'm not entirely sure. Maybe Greece. I didn't really I don't really care for musicals.	Grease	-2.0
CCPE-8ef73	22.0	have you seen The Lord of the Rings: The Return of the King?	No, I have not.	The Lord of the Rings: The Return of the King	
CCPE-8ef73	24.0	how about Avengers: Endgame?	No.	Avengers: Endgame	
CCPE-8ef73	26.0	have you seen x men?	I might have. I think I might have seen one. I don't know. I'm not really sure. I'm not much of a movie person.	X-Men	
CCPE-8f035	7.0	Is there a specific movie you enjoy from this genre?	Street Fighter: The Legend of Chun-Li	Street Fighter: The Legend of Chun-Li	2.0
CCPE-8f035	12.0	Are there any type of movies that you don't enjoy?	Pokemon: The First Movie	Pokemon: The First Movie	-2.0
CCPE-8f035	14.0	What about these movies is unappealing?	What I didn't like about Pokemon: The First Movie was that it was the same The same thing as I would do watching a regular episode of Pokemon. It The plot wasn't really direct so I didn't	Pokemon: The First Movie	-2.0
CCPE-8f035	16.0	Have you seen Spirited Away?	No I haven't.	Spirited Away	
CCPE-8f035	18.0	Have you seen The Matrix	Yes I have. What about I liked about the Matrix is that it just has super powers that like like played by Keanu Reeves. He just has super powers and can dodge bullets and so much action. And I like his when he wears like those sun glasses and and that trench coat that he has on.	The Matrix	3.0
CCPE-902f9	5.0	What is one of your favorite movies?	I really like Crank with Jason Statham, a lot of fun scenes there and just nonstop action the entire time.	Crank	3.0
CCPE-902f9	9.0	have you seen the movie Inception?	I have seen Inception. Inception was pretty good.	Inception	3.0
CCPE-902f9	12.0	have you seen the movie pulp fiction?	I have seen Pulp Fiction. It's classic. Lots of great lines there, and just really great movie.	Pulp Fiction	3.0
CCPE-90660	3.0	Can you name a particular movie that you like?	Blade Runner, I really like Blade Runner a lot.	Blade Runner	3.0
CCPE-90660	8.0		Love, Actually	Love Actually	
CCPE-90660	12.0	Do you like the movie Ocean's Eleven?	I like the Ocean's Eleven, and I thought it was fun. It's It's fun how they get the get the whole group together.	Ocean's Eleven	2.0
CCPE-90660	17.0	Do you like the movie Crazy Rich Asians?	I haven't seen Crazy Rich Asians, I have heard a lot about it though.	Crazy Rich Asians	
CCPE-90660	21.0	Do you like the movie War for the Planet of the Apes?	Actually, I did not like that movie very much.	War for the Planet of the Apes	-1.0
CCPE-90660	25.0	Do you like the movie Christopher Robin?	I don't know about that movie. I have not heard of it.	Christopher Robin	
CCPE-90660	27.0	Do you like the movie The Lord of the Rings: The Fellowship of the Ring?	Yeah, I liked that movie. It was incredible.	The Lord of the Rings: The Fellowship of the Ring	3.0
CCPE-90f34	1.0	Do you like movies like The Hunger Games?	I do. I do like The Hunger Games.	The Hunger Games	2.0
CCPE-90f34	5.0	Can you say a little more about that please?	Sure. It's not a simple movie. You've to pay attention in order to follow what's going on but movies like The Hunger Games it's very it's done very well. It's a high quality movie so it really pulls off transferring what's in the book on to screen.	The Hunger Games	3.0
CCPE-90f34	7.0	Do you like movies like Good Will Hunting?	I love Good Will Hunting.	Good Will Hunting	3.0
CCPE-90f34	14.0	Do you like movies like The Help?	Not really.	The Help	-1.0
CCPE-90f34	20.0		I don't need to sit through a movie explaining how white people help black people get out of poverty or servant roles or anything like that. I don't need to watch The Help. My great-grandparents lived The Help. I don't need to watch a movie by white people about The Help.	The Help	-3.0
CCPE-9121c	6.0	Can you name a particular movie you like?	Full Metal Jacket	Full Metal Jacket	2.0
CCPE-9121c	11.0	Can you tell me a movie you did not like?	I haven't watched a movie I didn't like in a while. Okay, I didn't like the Jack Ryan movie.	the jack ryan	-2.0
CCPE-9121c	13.0	How come you did not like it?	It didn't feel like an actual Jack Ryan film. And I say the actual Jack Ryan films referring to the Hunt for Red October, the Patriot Games, and other films like that that came out in the '80s and '90s. Jack Ryan felt really It felt like it wanted to be a Bourne film and not which is just straight up action designed for people with short attention spans.	jack ryan	-3.0
CCPE-9121c	15.0	I see. How did you feel about Mission Impossible?	I don't know. Mission: Impossible, you know what you're going to get with it because you've got Tom Cruise in it, and he does know how to make a good action film. But it was really standard Hollywood fare.	Mission: Impossible	1.0
CCPE-9121c	18.0	ok. how about Dumb and dumber? how'd you feel about that?	Oh, that's a stupid film. I disliked it.	Dumb and Dumber	-3.0
CCPE-9121c	21.0	How come you did not like it?	It's It's in the title. It's Dumb and Dumber. It was a dumb movie. They just That's the kind of movie I walk out on.	Dumb and Dumber	-3.0
CCPE-91263	7.0	Can you name a particular movie that you like?	Tropic Thunder	Tropic Thunder	2.0
CCPE-91263	14.0	Can you name a movie that you do not like?	I don't like any of the Halloween movies.	Halloween	-2.0
CCPE-91263	16.0	What are the 2 things that you dislike about halloween movies?	I just don't I they're really cheesy. I think that they could be more fleshed out, better written. I think that a lot of like the things that people like about those movies are the things that turn me off about it.	Halloween	-3.0
CCPE-91263	18.0	Do you like the movie Christopher Robin?	I haven't seen that movie, so I can't comment on it.	Christopher Robin	
CCPE-91263	20.0	Do you like the movie Mission Impossible?	Yeah, I like that movie.	Mission: Impossible	2.0
CCPE-91263	24.0	Do you like the movie Reservoir Dogs?	Yes.	Reservoir Dogs	2.0
CCPE-9128a	3.0	Is there a particular film you enjoy?	I like Child's Play movies.	Child's Play	2.0
CCPE-9128a	13.0	Have you heard about the movie Saw?	Yeah, I love Saw.	Saw	3.0
CCPE-9143a	15.0	Have you seen Stepbrothers	Yes.	Step Brothers	
CCPE-9372f	1.0	What kind of movies to you like, and why do you like this type of movie?	I like comedies and epics, like Lord of the Rings.	lord of the rings	2.0
CCPE-9372f	3.0	Can you name a particular movie that you like?	Lord of the Rings: Return of the King	The Lord of the Rings: The Return of the King	2.0
CCPE-9372f	8.0		Glow or whatever that movie was with the girl figure skaters	glow	
CCPE-9372f	12.0	Do you like the movie Forrest Gump?	Yeah, that's a great movie.	Forrest Gump	3.0
CCPE-9372f	23.0	Do you like the movie Fantastic Beasts: The Crimes of Grindelwald?	No	Fantastic Beasts: The Crimes of Grindelwald	-2.0
CCPE-93ed4	5.0	Is there a specific movie you enjoy from this genre?	Interview With a Vampire.	Interview with a vampire	2.0
CCPE-93ed4	17.0	Have you seen Forrest Gump	Yes.	Forrest Gump	
CCPE-94482	7.0	is there a specific title in these genres that you like?	Mission: Impossible	Mission: Impossible	2.0
CCPE-94482	9.0	What did you like about Mission Impossible?	All the action.	Mission: Impossible	2.0
CCPE-94482	20.0	Have you seen Crazy Rich Asians?	No, I haven't.	Crazy Rich Asians	
CCPE-94482	22.0	How about Jason Bourne?	I like that, too.	Jason Bourne	2.0
CCPE-94abb	5.0	got it, can you name a specific film you really enjoyed and why you enjoyed it?	Yeah. I liked 40-Year-Old Virgin. Really like that movie because it was a really funny, good Steve Carell flick.	The 40 Year Old Virgin	3.0
CCPE-94abb	15.0		Oh, I didn't like Sandlot I guess.	The Sandlot	-1.0
CCPE-94abb	18.0	ok, no problem, can you tell me have you seen the movie star wars	Oh yes. I like Star Wars, yeah. Yeah, I saw the first one for a a class I took in college, but I never I never saw I don't think I saw any of the rest of them, but now the first one. Now the first one was really good. First one was really good but	star wars	3.0
CCPE-9643c	1.0		Really like Good Will Hunting. Transformers, the idea's okay, but the movies are not.	Good Will Hunting	3.0
CCPE-9643c	1.0		Really like Good Will Hunting. Transformers, the idea's okay, but the movies are not.	Transformers	0.0
CCPE-9643c	3.0		I haven't seen When Harry Met Sally.	When Harry Met Sally	
CCPE-9643c	5.0	For Transformers, what is it about this type of movie that you don't like?	Mainly the directing, the there's no characters usually it doesn't make any sense, there's no real plot and the transition from scene to scene is bewildering.	Transformers	-2.0
CCPE-9643c	8.0	Ok. For Good Will Hunting, what is it about this type of movie that you like?	Well, I kind of like the the genre	Good Will Hunting	1.0
CCPE-9643c	11.0		Yes, it's one of my favorites. It's everything Transformers is not.	Transformers	-1.0
CCPE-96a96	5.0	ok, can you name a specific film you enjoyed?	I like Bob and the Trees that was a fictional account of this lumberjack and Massachusetts, and he bought He bought the landlord right to a plot of land. But the whole of the land was full of termites, so it didn't go well.	Bob And The Trees	2.0
CCPE-96a96	16.0	got it, can you name a particular movie you didn't like? it doesn't have to be a romance movie but it can be	I don't I didn't like Jumanji.	Jumanji	-2.0
CCPE-97c46	3.0	Can you name a particular movie that you like?	I like the movie Superbad.	Superbad	2.0
CCPE-97c46	7.0	Can you name a movie that you do not like?	I don't like the movie Super Troopers.	Super Troopers	-2.0
CCPE-97c46	15.0	Do you like the movie Finding Nemo?	I do like the movie Finding Nemo.	Finding Nemo	2.0
CCPE-97c46	19.0	Do you like the movie Harry Potter and the Goblet of Fire?	I haven't seen that movie.	Harry Potter and the Goblet of Fire	
CCPE-97c46	23.0	Do you like the movie The Spy Who Dumped Me?	I did like that movie.	The Spy Who Dumped Me	2.0
CCPE-97c46	29.0	Do you like the movie The Hate U Give?	I haven't seen it.	The Hate U Give	
CCPE-97c46	33.0	Do you like the movie The Avengers?	I have not seen it.	Marvel's The Avengers	
CCPE-97c46	39.0	Do you like the movie Mamma Mia! Here We Go Again?	I haven't seen that.	Mamma Mia! Here We Go Again	
CCPE-97c46	45.0	Do you like the movie Pirates of the Caribbean: At World's End?	I have never seen that, sorry.	Pirates of the Caribbean: At Worlds End	
CCPE-97c46	47.0	Do you like the movie The Grinch?	Yes.	The Grinch	2.0
